# id	name	title	county
2272	Fire Haddie Mann	City Council Member, Horseshoe Beach	Dixie
2273	Roads Tina Brotherton	City Council Member, Horseshoe Beach	Dixie
2274	Recreation Terri Taylor	City Council Member, Horseshoe Beach	Dixie
2279	Brian Foley	Mayor of Indian River Shores	Indian River
2280	Peter Tedesko	City Council Member, Indian River Shores	Indian River
2287	Diantha Schear	Mayor of Indian Shores	Pinellas
2288	Isaac Young	Mayor of Inglis	Alachua
2297	Transparency Advocate	City Council Member, Islamorada	Monroe
2298	Islamorada Community Alliance	City Council Member, Islamorada	Monroe
2305	Vanessa Smith	City Council Member, Jasper	Columbia
2307	Shon Owens	Mayor of Jay	Santa Rosa
2326	Bob Arrison	Mayor of Kenneth City	Pinellas
2327	Tony Chan	City Council Member, Kenneth City	Pinellas
2328	Donald Kinney	City Council Member, Kenneth City	Pinellas
2329	Jensyn Schmidt	Vice Mayor of Kenneth City	Pinellas
2330	Joe I. Rasco	Mayor of Key Biscayne	Miami-Dade
2331	Michael F. Bracken	City Council Member, Key Biscayne	Miami-Dade
2332	Franklin H. Caplan	Vice Mayor of Key Biscayne	Miami-Dade
2334	Nancy Stoner	City Council Member, Key Biscayne	Miami-Dade
2335	Fernando A. Vazquez	City Council Member, Key Biscayne	Miami-Dade
2336	Ron Sutton	Mayor of Key Colony Beach	Monroe
2337	Vice-Mayor Doug Colonell	Vice Mayor of Key Colony Beach	Monroe
2340	Project Continue Reading	Mayor of Key West	Monroe
2341	Dave Welch	Vice Mayor of Keystone Heights	Clay
2342	Nina Rodenroth	Mayor of Keystone Heights	Clay
2355	Angie Sola	City Council Member, Lake Buena Vista	Orange
2356	Gene King	City Council Member, Lake Buena Vista	Orange
2357	Melissa Hendrix	Mayor of Lake Butler	Columbia
2360	Annette Redman	City Commissioner, Lake Butler	Columbia
2361	Fred Sirmones	City Commissioner, Lake Butler	Columbia
2367	Daniel Williams	City Commissioner, Lake Wales	Polk
2368	Keith Thompson	City Commissioner, Lake Wales	Polk
2370	Robin Gibson	City Commissioner, Lake Wales	Polk
2371	Betty Resch	Mayor of Lake Worth Beach	Palm Beach
2376	Sharon Thomas	Vice Mayor of Lauderdale Lakes	Broward
2379	Randy Strauss	Vice Mayor of Lauderdale-by-the-Sea	Broward
2380	Theo Poulopoulos	City Commissioner, Lauderdale-by-the-Sea	Broward
2382	John Graziano	City Commissioner, Lauderdale-by-the-Sea	Broward
2386	Ray Nyhuis	Mayor of Lazy Lake	Broward
2387	Jeff Grenell	City Council Member, Lazy Lake	Broward
2388	Warren Nadeau	City Council Member, Lazy Lake	Broward
2389	William Daugherty	City Council Member, Lazy Lake	Broward
2390	Arnold Aliff	City Council Member, Lazy Lake	Broward
2392	James C. Ruzicka	Mayor of Lee	Jefferson
2395	Ross Licata	City Commissioner, Lighthouse Point	Broward
2396	Frank C. Davis	Mayor of Live Oak	Suwannee
2398	Debra Williams	Mayor of Longboat Key	Manatee
2401	Sam Kitching	City Commissioner, Macclenny	Baker
2402	Cecil Horne	City Commissioner, Macclenny	Baker
2403	Danny Norton	City Commissioner, Macclenny	Baker
2404	Lynward Bones	City Commissioner, Macclenny	Baker
2412	Elliot Bonner	City Commissioner, Manalapan	Palm Beach
2413	Point Orla Imbesi	City Commissioner, Manalapan	Palm Beach
2414	Ocean David Knobel	City Commissioner, Manalapan	Palm Beach
2415	Disclosures November	City Commissioner, Margate	Broward
2417	Anthony N. Caggiano	Vice Mayor of Margate	Broward
2429	Alison Scott	Mayor of McIntosh	Marion
2430	Lee Deaderick	City Council Member, McIntosh	Marion
2431	Don Medeiros	City Council Member, McIntosh	Marion
2433	Edgar Ayala	City Council Member, Medley	Miami-Dade
2434	Lizelh Rodriguez	City Council Member, Medley	Miami-Dade
2436	Anna Butler	City Commissioner, Melbourne Beach	Brevard
2438	Sherri Quarrie	City Commissioner, Melbourne Beach	Brevard
2439	Bridget Foster	Mayor of Melbourne Village	Brevard
2440	Richard Wolff	Mayor of Mexico Beach	Bay
2449	Jiana Bradshaw Williams	Mayor of Micanopy	Alachua
2450	Heather Lindsay December	Mayor of Milton	Santa Rosa
2451	Yvette Colbourne	City Commissioner, Miramar	Broward
2452	Maxwell B. Chambers	City Commissioner, Miramar	Broward
2455	John Jones	Mayor of Monticello	Jefferson
2456	Joe Wynkoop	Mayor of Montverde	Lake
2463	Fred Cleveland	Mayor of New Smyrna Beach	Volusia
2464	Foster Senn	Mayor of Newberry	Alachua
2466	Literman Joseph	Mayor of Noma	Holmes
2468	Doris Acosta	City Commissioner, North Bay Village	Miami-Dade
2469	Richard Chervony	City Commissioner, North Bay Village	Miami-Dade
2470	Media Inquiry	Mayor of North Miami	Miami-Dade
2473	Kassandra Timothe	City Council Member, North Miami	Miami-Dade
2483	Orlando Puyol	Vice Mayor of North Palm Beach	Palm Beach
2485	Kendra Zellner	City Council Member, North Palm Beach	Palm Beach
2486	Susan Bickel	Vice Mayor of North Palm Beach	Palm Beach
2488	Barbara Langdon	Vice Mayor of North Port	Sarasota
2490	Pete Emrich	Mayor of North Port	Sarasota
2492	Jay Super	Mayor of North Redington Beach	Pinellas
2499	Kris Keller	City Commissioner, Oakland	Orange
2500	Yumeko Motley	City Commissioner, Oakland	Orange
2504	Letitia Newbold	City Commissioner, Oakland Park	Orange
2513	Proclamation Recognizing	City Commissioner, Ocean Ridge	Palm Beach
2514	Rosemary Wilsen	Mayor of Ocoee	Orange
2517	Noel Chandler	City Council Member, Okeechobee	Okeechobee
2518	Monica Clark	City Council Member, Okeechobee	Okeechobee
2519	Bob Jarriel	City Council Member, Okeechobee	Okeechobee
2520	David R. McAuley	City Council Member, Okeechobee	Okeechobee
2521	David McAuley	City Council Member, Okeechobee	Okeechobee
2525	Katie Gannon	Mayor of Oldsmar	Pinellas
2526	Valerie Tatarzewski	City Council Member, Oldsmar	Pinellas
2527	Sean Swauger	City Council Member, Oldsmar	Pinellas
2532	Natasha L. Ervin	City Commissioner, Opa-locka	Miami-Dade
2534	Vice-Mayor Winnette Sandlin	Vice Mayor of Orange Park	Clay
2535	Doug Benefield	City Council Member, Orange Park	Clay
2536	Glenn Taylor	City Council Member, Orange Park	Clay
2539	Keen's Spring Fest	City Commissioner, Orlando	Orange
2540	Glenda Hood Park	Mayor of Orlando	Orange
2541	Jason Leslie	Mayor of Ormond Beach	Volusia
2542	Travis Sargent	City Commissioner, Ormond Beach	Volusia
2543	Kristin Deaton	City Commissioner, Ormond Beach	Volusia
2544	Harold Briley	City Commissioner, Ormond Beach	Volusia
2545	Lori Tolland	City Commissioner, Ormond Beach	Volusia
2546	Therese Granger	Mayor of Otter Creek	Alachua
2552	Justin Campbell	City Commissioner, Palatka	Putnam
2555	Danielle H. Moore	Mayor of Palm Beach	Palm Beach
2556	Julie Araskog	City Council Member, Palm Beach	Palm Beach
2557	Nicki McDonald	City Council Member, Palm Beach	Palm Beach
2559	Cooney Lew Crampton	City Council Member, Palm Beach	Palm Beach
2560	Crampton Julie Araskog	City Council Member, Palm Beach	Palm Beach
2561	Araskog Nicki McDonald	City Council Member, Palm Beach	Palm Beach
2562	McDonald Bridget Moran	City Council Member, Palm Beach	Palm Beach
2565	Marcie Tinsley	City Council Member, Palm Beach Gardens	Palm Beach
2567	Rachelle A. Litt	City Council Member, Palm Beach Gardens	Palm Beach
2572	Sharon Secord	Mayor of Palm Shores	Brevard
2574	Karyn Cunningham	Mayor of Palmetto Bay	Miami-Dade
2577	Ordinances Resolutions Archived	Mayor of Panama City Beach	Bay
2578	Andrew Kelly	Mayor of Parker	Bay
2582	Rich Walker	Mayor of Parkland	Broward
2583	Simeon Brier	Vice Mayor of Parkland	Broward
2584	Jordan Isrow	City Commissioner, Parkland	Broward
2585	Cindy Murphy-Salomone	City Commissioner, Parkland	Broward
2586	Neil Kanterman	City Commissioner, Parkland	Broward
2592	Jay D. Schwartz	City Commissioner, Pembroke Pines	Broward
2593	Tom DeVille	City Council Member, Penney Farms	Clay
2594	Annette Brooks	City Council Member, Penney Farms	Clay
2595	Elizabeth Ryder	City Council Member, Penney Farms	Clay
2596	Adrian Andrews	City Council Member, Penney Farms	Clay
2597	Richard Hollowell	City Council Member, Penney Farms	Clay
2600	Robert Greenlund	Vice Mayor of Pierson	Volusia
2601	Linnie R. Richardson	City Council Member, Pierson	Volusia
2605	South Dade	Mayor of Pinecrest	Miami-Dade
2613	Tim Keith V	City Council Member, Pinellas Park	Pinellas
2614	Sandra Patti Reed	City Council Member, Pinellas Park	Pinellas
2615	Mary Thomas Mathis	Mayor of Plant City	Hillsborough
2617	Shane Busby	Mayor of Ponce de Leon	Holmes
2620	Cliff Shepard	Vice Mayor of Ponce Inlet	Volusia
2624	Eric Langston	City Commissioner, Port St. Joe	Gulf
2628	John Vetter	Mayor of Reddick	Marion
2629	Myra Sherman	City Council Member, Reddick	Marion
2630	Shirley Youmans	City Council Member, Reddick	Marion
2631	Nadine Stokes	City Council Member, Reddick	Marion
2632	Patti Vetter	City Council Member, Reddick	Marion
2633	Andrea Frazier	City Council Member, Reddick	Marion
2635	Tom Kapper	Mayor of Redington Shores	Pinellas
2637	CJ Hoyt	City Commissioner, Redington Shores	Pinellas
2638	Erin Schoos	City Commissioner, Redington Shores	Pinellas
2639	Larry Maynard	City Commissioner, Redington Shores	Pinellas
2641	Tom Price	Mayor of Rockledge	Brevard
2642	Michael A. Cadore	City Council Member, Rockledge	Brevard
2643	R. Shaun Ferguson	City Council Member, Rockledge	Brevard
2645	Frank T. Forester	City Council Member, Rockledge	Brevard
2646	Duane Daski	City Council Member, Rockledge	Brevard
2647	Tara L. Connor	City Council Member, Rockledge	Brevard
2648	Shaun Ferguson	City Council Member, Rockledge	Brevard
2649	Thomas J. Price	City Council Member, Rockledge	Brevard
2650	Jeff Hmara	Mayor of Royal Palm Beach	Palm Beach
2651	John T. Vogel	Mayor of San Antonio	Pasco
2668	Jodi Rozycki	Vice Mayor of Satellite Beach	Brevard
2672	Herbert G. Yardley	Mayor of Sea Ranch Lakes	Broward
2678	Mark Franks	Mayor of Shalimar	Okaloosa
2679	Leonard Tartt	Mayor of Sopchoppy	Wakulla
2680	Lara Edwards	Vice Mayor of Sopchoppy	Wakulla
2681	Mary Katherine Westmark	City Council Member, Sopchoppy	Wakulla
2682	Nathan Lewis	City Council Member, Sopchoppy	Wakulla
2683	Fred McClendon	City Council Member, Sopchoppy	Wakulla
2688	Doug Quartier	City Council Member, South Daytona	Volusia
2689	Group I	City Commissioner, South Miami	Miami-Dade
2690	Rafael Pineiro	Mayor of South Palm Beach	Palm Beach
2691	Jim Allbritton	Mayor of Southwest Ranches	Broward
2692	Nancy Sikes-Kline	Mayor of St. Augustine	St. Johns
2693	Barbara Blonder	Vice Mayor of St. Augustine	St. Johns
2694	Cynthia Garris	City Commissioner, St. Augustine	St. Johns
2695	Jim Springfield	City Commissioner, St. Augustine	St. Johns
2696	Jon DePreter	City Commissioner, St. Augustine	St. Johns
2697	Chris Robertson	Mayor of St. Cloud	Osceola
2702	Related Pages	Mayor of St. Marks	Wakulla
2708	Commitment To Youth	Mayor of St. Petersburg	Pinellas
2718	Viscarra Game On	City Commissioner, Sunny Isles Beach	Miami-Dade
2719	Larisa Svechin	Mayor of Sunny Isles Beach	Miami-Dade
2721	Charles W. Burkett	Mayor of Surfside	Miami-Dade
2725	Bob Grenier	Vice Mayor of Tavares	Lake
2744	Floyd Croucher	Vice Mayor of Trenton	Gilchrist
2745	Marci Butts	City Council Member, Trenton	Gilchrist
2747	Kenneth Roark	City Council Member, Trenton	Gilchrist
2750	Veronica Gutierrez	City Commissioner, Umatilla	Lake
2751	Carol Jones	City Commissioner, Umatilla	Lake
2752	Yesenia Leon-Tejeda	City Commissioner, Umatilla	Lake
2754	Chair Jennifer Cooper	City Commissioner, Umatilla	Lake
2755	Gary W. Owens	Mayor of Vernon	Washington
2763	Shannon Boal	City Council Member, Waldo	Alachua
2768	Kathy Washington	Mayor of Welaka	Putnam
2771	Amanda Silvestri	City Council Member, Wellington	Palm Beach
2773	Johnny Meier	City Council Member, Wellington	Palm Beach
2774	Maria S	Vice Mayor of Wellington	Palm Beach
2776	Keith A. James	Mayor of West Palm Beach	Palm Beach
2778	Adam McKenzie	Mayor of Westville	Holmes
2788	Tonja R. Brown	Mayor of White Springs	Columbia
2789	Organization Chart	Mayor of Wildwood	Sumter
2797	Brandi Haines	City Council Member, Windermere	Orange
2799	L. Tracy Mercer	Mayor of Winter Haven	Polk
2800	Chad Davis	City Commissioner, Winter Haven	Polk
2802	Sheila DeCiccio	Mayor of Winter Park	Orange
2811	Travis Hemphill	City Council Member, Worthington Springs	Columbia
2812	Priscilla Kirby	City Council Member, Worthington Springs	Columbia
2820	Sarah Reece	Altamonte Springs Council Member	Seminole
2821	Bob O'Malley	Altamonte Springs Council Member	Seminole
2822	Zane Teeters, Jr.	Mayor of Astatula	Lake
2823	Cheryl Marinelli	Vice Mayor of Astatula	Lake
2824	Kay MacQueen	Astatula Council Member	Lake
2827	Bruce Bole	Atlantic Beach Council Member	Duval
2828	Thomas Grant	Atlantic Beach Council Member	Duval
2829	Candace Kelly	Atlantic Beach Council Member	Duval
2830	Jessica Ring	Atlantic Beach Council Member	Duval
2836	Mali Gardner	Clewiston Commissioner	Hendry
2838	Jason Williams II	Clewiston Commissioner	Hendry
2839	Daniel Alfonso	Davie Council Member	Broward
2840	Susan Starkey	Davie Council Member	Broward
2842	Nancy Miller	Mayor of Daytona Beach Shores	Volusia
2843	Chris Conomos	Daytona Beach Shores Commissioner	Volusia
2844	Stephan Dembinsky	Daytona Beach Shores Commissioner	Volusia
2845	Mark Card	Daytona Beach Shores Commissioner	Volusia
2851	Malise Sundstrom	Jupiter Council Member	Palm Beach
2852	Joe Ayoub	Mayor of Safety Harbor	Pinellas
2853	Nancy Besore	Vice Mayor of Safety Harbor	Pinellas
2854	Andy Steingold	Safety Harbor Council Member	Pinellas
2856	Kevin Shanks	Safety Harbor Council Member	Pinellas
2857	Joe Kyles	Mayor of South Bay	Palm Beach
2861	Gustavo J. Ceballos	West Miami Commissioner	Miami-Dade
2871	Eric Rappaport	Bay Harbor Islands Council Member	Miami-Dade
2872	Molly Diallo	Bay Harbor Islands Council Member	Miami-Dade
2873	Tracy Andrews	Mayor of Chipley	Washington
2876	Linda Cain	Chipley Council Member	Washington
2877	Leonard Blount	Chipley Council Member	Washington
2879	David Tagliarini	Vice Mayor of Madeira Beach	Pinellas
2880	Jerome Charles	Mayor of Miami Shores	Miami-Dade
2881	Neil Cantor	Vice Mayor of Miami Shores	Miami-Dade
2882	George Burch	Miami Shores Council Member	Miami-Dade
2884	Patrick Devaney	Miami Shores Council Member	Miami-Dade
2885	Steve Castaneda	Sweetwater Commissioner	Miami-Dade
2889	Elizabeth Cox	Sweetwater Commissioner	Miami-Dade
2890	Ron Morrison	Sweetwater Commissioner	Miami-Dade
2891	Ditas Yamane	Sweetwater Commissioner	Miami-Dade
2893	Panagiotis (Peter) Koulias	Vice Mayor of Tarpon Springs	Pinellas
2895	David Banther	Tarpon Springs Commissioner	Pinellas
2896	Jonathan E. Groth	Mayor of Biscayne Park	Miami-Dade
2898	Veronica Amsler	Biscayne Park Commissioner	Miami-Dade
2899	Art Gonzalez	Biscayne Park Commissioner	Miami-Dade
